128849019023,METHOD_RETURN,RET,2,src/shared/context/tenants/domain/tenants:service:ts::program:TenantsService:<init>;TenantsService,BY_VALUE,15,,,5,TenantsService,ANY
128849019024,METHOD_RETURN,RET,2,Promise<any>;Repository<Tenant>:save:<returnValue>,BY_VALUE,20,,,5,Promise<any>,Promise<any>
128849019025,METHOD_RETURN,RET,2,Promise<Tenant[]>;__ecma.Array,BY_VALUE,43,,,4,Promise<Tenant[]>,ANY
128849019026,METHOD_RETURN,RET,2,Promise<Tenant>,BY_VALUE,63,,,5,Promise<Tenant>,Promise<Tenant>
128849019027,METHOD_RETURN,RET,79,__ecma.String,BY_VALUE,127,,,6,__ecma.String,__ecma.String
128849019028,METHOD_RETURN,RET,76,__ecma.String,BY_VALUE,131,,,6,__ecma.String,__ecma.String
128849019029,METHOD_RETURN,RET,2,Promise<Tenant[]>;__ecma.Array,BY_VALUE,92,,,5,Promise<Tenant[]>,ANY
128849019030,METHOD_RETURN,RET,2,Promise<any>;Repository<Tenant>:save:<returnValue>,BY_VALUE,171,,,6,Promise<any>,Promise<any>
128849019031,METHOD_RETURN,RET,2,Promise<any>;Repository<Tenant>:save:<returnValue>,BY_VALUE,220,,,5,Promise<any>,Promise<any>
128849019032,METHOD_RETURN,RET,2,__ecma.Array.factory:<returnValue>;Promise<Tenant[]>,BY_VALUE,251,,,5,Promise<Tenant[]>,Promise<Tenant[]>
128849019033,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019034,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019035,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849019036,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019037,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849019038,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019039,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849019040,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019041,METHOD_RETURN,RET,7,,BY_VALUE,1,,,4,ANY,ANY
128849019042,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019043,METHOD_RETURN,RET,23,UsersService;src/shared/context/users/domain/users.service.ts::program:UsersService,BY_VALUE,22,,,5,UsersService,ANY
128849019044,METHOD_RETURN,RET,23,src/shared/context/tenants/domain/tenants.service.ts::program:TenantsService;TenantsService,BY_VALUE,25,,,5,TenantsService,ANY
128849019045,METHOD_RETURN,RET,23,src/shared/context/roles/domain/roles.service.ts::program:RolesService;RolesService,BY_VALUE,28,,,5,RolesService,ANY
128849019046,METHOD_RETURN,RET,23,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;RoleAliasesService,BY_VALUE,31,,,5,RoleAliasesService,ANY
128849019047,METHOD_RETURN,RET,2,src/shared/context/user-role-by-tenants/user-role-by-tenants:service:ts::program:UserRoleByTenantsService:<init>;UserRoleByTenantsService,BY_VALUE,18,,,9,UserRoleByTenantsService,ANY
128849019048,METHOD_RETURN,RET,54,,BY_VALUE,76,,,6,ANY,ANY
128849019049,METHOD_RETURN,RET,2,Promise<any>;__ecma.Boolean,BY_VALUE,35,,,5,Promise<any>,ANY
128849019050,METHOD_RETURN,RET,2,Promise<any>,BY_VALUE,114,,,4,Promise<any>,Promise<any>
128849019051,METHOD_RETURN,RET,2,Promise<any>,BY_VALUE,125,,,5,Promise<any>,Promise<any>
128849019052,METHOD_RETURN,RET,54,,BY_VALUE,208,,,6,ANY,ANY
128849019053,METHOD_RETURN,RET,44,,BY_VALUE,243,,,6,void,void
128849019054,METHOD_RETURN,RET,2,Promise<any>;RoleAlias,BY_VALUE,162,,,6,Promise<any>,ANY
128849019055,METHOD_RETURN,RET,2,Repository<UserRoleByTenants>:save:<returnValue>;Promise<any>,BY_VALUE,260,,,5,Promise<any>,Promise<any>
128849019056,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019057,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849019058,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
